Index,Symbol,Name
0,AUDUSD=X,AUD/USD
1,AUDCHF=X,AUD/CHF
2,AUDNZD=X,AUD/NZD
3,AUDEUR=X,AUD/EUR
4,AUDTWD=X,AUD/TWD
5,AUDMXN=X,AUD/MXN
6,AUDJPY=X,AUD/JPY
7,NZDJPY=X,NZD/JPY
8,EURXAF=X,EUR/XAF
9,EURPEN=X,EUR/PEN
10,EURBDT=X,EUR/BDT
11,CAD=X,USD/CAD
12,AZNUSD=X,AZN/USD
13,AZNCHF=X,AZN/CHF
14,AUDSCR=X,AUD/SCR
15,AUDMOP=X,AUD/MOP
16,AUDKRW=X,AUD/KRW
17,AUDHNL=X,AUD/HNL
18,AUDGIP=X,AUD/GIP
19,AUDGBP=X,AUD/GBP
20,AUDCZK=X,AUD/CZK
21,AUDCLP=X,AUD/CLP
22,AUDCAD=X,AUD/CAD
23,ARSKRW=X,ARS/KRW
24,ARSGBP=X,ARS/GBP
25,ALLGBP=X,ALL/GBP
26,AEDTWD=X,AED/TWD
27,AEDSEK=X,AED/SEK
28,AEDQAR=X,AED/QAR
29,AEDOMR=X,AED/OMR
30,AEDMXN=X,AED/MXN
31,AEDMAD=X,AED/MAD
32,AEDLTL=X,AED/LTL
33,AEDKWD=X,AED/KWD
34,AEDHKD=X,AED/HKD
35,AEDCNY=X,AED/CNY
36,AEDAUD=X,AED/AUD
37,AEDKRW=X,AED/KRW
38,AEDUSD=X,AED/USD
39,ARSCOP=X,ARS/COP
40,AUDRON=X,AUD/RON
41,ARSUSD=X,ARS/USD
42,AEDISK=X,AED/ISK
43,AEDLVL=X,AED/LVL
44,EURUYU=X,EUR/UYU
45,EUR-BDT.F,EUR-BDT.F
46,AEDPHP=X,AED/PHP
47,AEDCAD=X,AED/CAD
48,AUDBMD=X,AUD/BMD
49,ARSCLP=X,ARS/CLP
50,AWG=X,USD/AWG
51,AUDVEF=X,AUD/VEF
52,ANGEUR=X,ANG/EUR
53,AEDSGD=X,AED/SGD
54,AEDKES=X,AED/KES
55,AEDNZD=X,AED/NZD
56,ANGZAR=X,ANG/ZAR
57,EUR-TRY.F,EUR-TRY.F
58,ARSHKD=X,ARS/HKD
59,AUDMAD=X,AUD/MAD
60,AUDTND=X,AUD/TND
61,AUDMGA=X,AUD/MGA
62,AUD=X,USD/AUD
63,AUDILS=X,AUD/ILS
64,ARSMXN=X,ARS/MXN
65,AUDOMR=X,AUD/OMR
66,ARSVEF=X,ARS/VEF
67,AUDRUB=X,AUD/RUB
68,AUDLVL=X,AUD/LVL
69,AEDBHD=X,AED/BHD
70,EURJOD=X,EUR/JOD
71,ALLEUR=X,ALL/EUR
72,AUDBWP=X,AUD/BWP
73,AUDGHS=X,AUD/GHS
74,AUDCRC=X,AUD/CRC
75,ANGCHF=X,ANG/CHF
76,EUR-KZT.F,EUR-KZT.F
77,AUDIDR=X,AUD/IDR
78,AUDQAR=X,AUD/QAR
79,AFN=X,USD/AFN
80,EUR-PEN.F,EUR-PEN.F
81,AUDSYP=X,AUD/SYP
82,AEDCZK=X,AED/CZK
83,ARSPYG=X,ARS/PYG
84,AEDNOK=X,AED/NOK
85,AUDPLN=X,AUD/PLN
86,EUR-MUR.F,EUR-MUR.F
87,AUDINR=X,AUD/INR
88,AEDTND=X,AED/TND
89,AEDXDR=X,AED/XDR
90,AUDXCD=X,AUD/XCD
91,EUR-BWP.F,EUR-BWP.F
92,EUR-COP.F,EUR-COP.F
93,AUDTTD=X,AUD/TTD
94,AUDANG=X,AUD/ANG
95,AUDFJD=X,AUD/FJD
96,AEDPKR=X,AED/PKR
97,AUDEGP=X,AUD/EGP
98,ALLUSD=X,ALL/USD
99,AUDHKD=X,AUD/HKD
100,AUDKYD=X,AUD/KYD
101,AEDTRY=X,AED/TRY
102,AEDTHB=X,AED/THB
103,AEDRUB=X,AED/RUB
104,AUDBHD=X,AUD/BHD
105,AEDPLN=X,AED/PLN
106,EURKES=X,EUR/KES
107,AEDGBP=X,AED/GBP
108,AUDDOP=X,AUD/DOP
109,AUDSGD=X,AUD/SGD
110,EURBZD=X,EUR/BZD
111,EUR-HRK.F,EUR/HRK
112,EUR-LBP.F,EUR-LBP.F
113,AUDUYU=X,AUD/UYU
114,AUDMUR=X,AUD/MUR
115,EUR-KES.F,EUR-KES.F
116,AEDILS=X,AED/ILS
117,EURKZT=X,EUR/KZT
118,AUDERN=X,AUD/ERN
119,EURTRY=X,EUR/TRY
120,AUDLTL=X,AUD/LTL
121,ARSUYU=X,ARS/UYU
122,EURCOP=X,EUR/COP
123,AOAUSD=X,AOA/USD
124,AFNCHF=X,AFN/CHF
125,AUDCNH=X,AUD/CNH
126,ARSPEN=X,ARS/PEN
127,EUR-BMD.F,EUR-BMD.F
128,ARSCHF=X,ARS/CHF
129,AZN=X,USD/AZN
130,AUDAED=X,AUD/AED
131,AUDMYR=X,AUD/MYR
132,AUDNOK=X,AUD/NOK
133,EURBWP=X,EUR/BWP
134,AUDBZD=X,AUD/BZD
135,ARSBRL=X,ARS/BRL
136,ANGGBP=X,ANG/GBP
137,EUR-BOB.F,EUR-BOB.F
138,EUR-UYU.F,EUR-UYU.F
139,AUDSAR=X,AUD/SAR
140,AZNGBP=X,AZN/GBP
141,AUDLKR=X,AUD/LKR
142,AEDLKR=X,AED/LKR
143,AEDHUF=X,AED/HUF
144,AUDGTQ=X,AUD/GTQ
145,AEDEUR=X,AED/EUR
146,AUDXDR=X,AUD/XDR
147,AEDJPY=X,AED/JPY
148,AEDINR=X,AED/INR
149,AUDHUF=X,AUD/HUF
150,AMD=X,USD/AMD
151,AUDRSD=X,AUD/RSD
152,AEDMUR=X,AED/MUR
153,AUDPYG=X,AUD/PYG
154,ARSAUD=X,ARS/AUD
155,ARSJPY=X,ARS/JPY
156,AOAGBP=X,AOA/GBP
157,AUDHRK=X,AUD/HRK
158,CNY=X,USD/CNY
159,AUDXPF=X,AUD/XPF
160,ARSBOB=X,ARS/BOB
161,EURBMD=X,EUR/BMD
162,AWGCHF=X,AWG/CHF
163,ANGSRD=X,ANG/SRD
164,ARSCAD=X,ARS/CAD
165,ARS=X,USD/ARS
166,AUDPHP=X,AUD/PHP
167,ANG=X,USD/ANG
168,AEDZAR=X,AED/ZAR
169,ARSEUR=X,ARS/EUR
170,IACWE.PA,SPDR ACWE INAV
171,AED=X,USD/AED
172,AUDJOD=X,AUD/JOD
173,EUR-BZD.F,EUR-BZD.F
174,AEDEGP=X,UAE Dirham (b) vs Egyptian Poun
175,AUDTJS=X,AUD/TJS
176,EUR-ZMK.F,EUR-ZMK.F
177,AWGEUR=X,AWG/EUR
178,ANGCAD=X,ANG/CAD
179,AUDPKR=X,AUD/PKR
180,AEDJOD=X,AED/JOD
181,ARSTHB=X,ARS/THB
182,EURHRK=X,EUR/HRK
183,EURLBP=X,EUR/LBP
184,ARSDKK=X,ARS/DKK
185,AWGGBP=X,AWG/GBP
186,AUDTHB=X,AUD/THB
187,AUDBOB=X,AUD/BOB
188,EUR-XAF.F,EUR-XAF.F
189,AFNUSD=X,AFN/USD
190,AUDJMD=X,AUD/JMD
191,AEDSAR=X,AED/SAR
192,AUDKWD=X,AUD/KWD
193,AOA=X,USD/AOA
194,AUDISK=X,AUD/ISK
195,EURMUR=X,EUR/MUR
196,AUDDKK=X,AUD/DKK
197,AUDKES=X,AUD/KES
198,AEDDKK=X,AED/DKK
199,ARSSGD=X,ARS/SGD
200,EUR-JOD.F,EUR-JOD.F
201,AEDIDR=X,AED/IDR
202,AUDTMT=X,AUD/TMT
203,AUDUGX=X,AUD/UGX
204,AUDBRL=X,AUD/BRL
205,AOACHF=X,AOA/CHF
206,AUDARS=X,AUD/ARS
207,AUDAWG=X,AUD/AWG
208,AUDCNY=X,AUD/CNY
209,AWGUSD=X,AWG/USD
210,EURBOB=X,EUR/BOB
211,AUDZAR=X,AUD/ZAR
212,AEDCHF=X,AED/CHF
213,AUDPEN=X,AUD/PEN
214,AEDIQD=X,AED/IQD
215,AUDBAM=X,AUD/BAM
216,AOAEUR=X,AOA/EUR
217,ANGUSD=X,ANG/USD
218,AZNEUR=X,AZN/EUR
219,AUDBBD=X,AUD/BBD
220,AUDSVC=X,AUD/SVC
221,AUDCOP=X,AUD/COP
222,ALL=X,USD/ALL
223,AFNEUR=X,AFN/EUR
224,ALLCHF=X,ALL/CHF
225,AUDBSD=X,AUD/BSD
226,AUDTRY=X,AUD/TRY
227,AUDSEK=X,AUD/SEK
228,BTCUSD=X,Bitcoin USD
229,BWPMAD=X,BWP/MAD
230,BWPKYD=X,BWP/KYD
231,BWPISK=X,BWP/ISK
232,BWPINR=X,BWP/INR
233,BWPIDR=X,BWP/IDR
234,BWPFJD=X,BWP/FJD
235,BWPEUR=X,BWP/EUR
236,BWPBDT=X,BWP/BDT
237,BRLINR=X,BRL/INR
238,BOBVEF=X,BOB/VEF
239,BOBUSD=X,BOB/USD
240,BOBPEN=X,BOB/PEN
241,BOBCOP=X,BOB/COP
242,BOBCHF=X,BOB/CHF
243,BMDUSD=X,BMD/USD
244,BMD=X,USD/BMD
245,BHDOMR=X,BHD/OMR
246,BHDJPY=X,BHD/JPY
247,BHDEUR=X,BHD/EUR
248,BHDCHF=X,BHD/CHF
249,BHDAED=X,BHD/AED
250,BBDDKK=X,BBD/DKK
251,BWPNGN=X,BWP/NGN
252,BWPTOP=X,BWP/TOP
253,BWPGBP=X,BWP/GBP
254,BTN=X,USD/BTN
255,BWPHUF=X,BWP/HUF
256,BND=X,USD/BND
257,BNDGBP=X,BND/GBP
258,BRLCAD=X,BRL/CAD
259,BRLRUB=X,BRL/RUB
260,BWPMUR=X,BWP/MUR
261,BAMGBP=X,BAM/GBP
262,BTNUSD=X,BTN/USD
263,BRLPEN=X,BRL/PEN
264,BWPTRY=X,BWP/TRY
265,BWPSEK=X,BWP/SEK
266,BMDDKK=X,BMD/DKK
267,BWPAUD=X,BWP/AUD
268,BWPXDR=X,BWP/XDR
269,BHDXDR=X,BHD/XDR
270,BWPRUB=X,BWP/RUB
271,BRLCHF=X,BRL/CHF
272,BOB=X,USD/BOB
273,BMDGBP=X,BMD/GBP
274,BRLDKK=X,BRL/DKK
275,BWPCHF=X,BWP/CHF
276,BRLMYR=X,BRL/MYR
277,BDTHKD=X,BDT/HKD
278,BDTCAD=X,BDT/CAD
279,BWPKES=X,BWP/KES
280,BWPCNY=X,BWP/CNY
281,BWPMYR=X,BWP/MYR
282,BRLHKD=X,BRL/HKD
283,BHDNZD=X,BHD/NZD
284,BRLTHB=X,BRL/THB
285,BWPPGK=X,BWP/PGK
286,BWPRSD=X,BWP/RSD
287,BAMEUR=X,BAM/EUR
288,BBDUSD=X,BBD/USD
289,BHDSAR=X,BHD/SAR
290,BWPZMW=X,BWP/ZMW
291,BWPBMD=X,BWP/BMD
292,BZDGBP=X,BZD/GBP
293,BWPOMR=X,BWP/OMR
294,BRLCNY=X,BRL/CNY
295,GDEBM.MDD,GDEBM.MDD
296,BWPRON=X,BWP/RON
297,BGNGBP=X,BGN/GBP
298,BOBUYU=X,BOB/UYU
299,BRLTRY=X,BRL/TRY
300,BHD=X,USD/BHD
301,BNDIDR=X,BND/IDR
302,BWPNOK=X,BWP/NOK
303,BTNGBP=X,BTN/GBP
304,BRLEUR=X,BRL/EUR
305,BWPTZS=X,BWP/TZS
306,BOBBRL=X,BOB/BRL
307,BZDCHF=X,BZD/CHF
308,BWPCLF=X,BWP/CLF
309,BWPBGN=X,BWP/BGN
310,BSDCAD=X,BSD/CAD
311,BNDUSD=X,BND/USD
312,BWPMWK=X,BWP/MWK
313,BWPZAR=X,BWP/ZAR
314,BWPHKD=X,BWP/HKD
315,BZD=X,USD/BZD
316,BWP=X,USD/BWP
317,BRLUYU=X,BRL/UYU
318,BGNCHF=X,BGN/CHF
319,BWPBHD=X,BWP/BHD
320,BBDEUR=X,BBD/EUR
321,BWPNAD=X,BWP/NAD
322,BIF=X,USD/BIF
323,BRLZAR=X,BRL/ZAR
324,BAMCHF=X,BAM/CHF
325,BDTSGD=X,BDT/SGD
326,BOBMXN=X,BOB/MXN
327,BWPKZT=X,BWP/KZT
328,BDT=X,USD/BDT
329,BWPXOF=X,BWP/XOF
330,BRLSGD=X,BRL/SGD
331,BSDGBP=X,BSD/GBP
332,BWPJOD=X,BWP/JOD
333,BBDCHF=X,BBD/CHF
334,BRLARS=X,BRL/ARS
335,BWPJPY=X,BWP/JPY
336,BNDCHF=X,BND/CHF
337,BRLILS=X,BRL/ILS
338,BWPPEN=X,BWP/PEN
339,BZDEUR=X,BZD/EUR
340,BWPPKR=X,BWP/PKR
341,BWPSGD=X,BWP/SGD
342,BMS.PA,BMS.PA
343,BWPAED=X,BWP/AED
344,BRLCOP=X,BRL/COP
345,BRLIDR=X,BRL/IDR
346,BWPCOP=X,BWP/COP
347,BWPKWD=X,BWP/KWD
348,BNDXDR=X,BND/XDR
349,BHDPKR=X,BHD/PKR
350,BNDDKK=X,BND/DKK
351,BWPCNH=X,BWP/CNH
352,BGNPLN=X,BGN/PLN
353,BHDUSD=X,BHD/USD
354,BHDQAR=X,BHD/QAR
355,BBDGBP=X,BBD/GBP
356,BWPCZK=X,BWP/CZK
357,BWPTHB=X,BWP/THB
358,BYR=X,USD/BYR
359,BWPLKR=X,BWP/LKR
360,BDTUSD=X,BDT/USD
361,BHDHKD=X,BHD/HKD
362,BWPSBD=X,BWP/SBD
363,BRLMXN=X,BRL/MXN
364,BWPKRW=X,BWP/KRW
365,BWPUGX=X,BWP/UGX
366,BWPUSD=X,BWP/USD
367,BAMUSD=X,BAM/USD
368,BTNEUR=X,BTN/EUR
369,BRLPYG=X,BRL/PYG
370,BWPTWD=X,BWP/TWD
371,BDTJPY=X,BDT/JPY
372,BOBEUR=X,BOB/EUR
373,BHDGBP=X,BHD/GBP
374,BGNEUR=X,BGN/EUR
375,BRLUSD=X,BRL/USD
376,BWPGHS=X,BWP/GHS
377,BRLSEK=X,BRL/SEK
378,BHDSGD=X,BHD/SGD
379,BAM=X,USD/BAM
380,BZDUSD=X,BZD/USD
381,BWPRWF=X,BWP/RWF
382,BGN=X,USD/BGN
383,BBD=X,USD/BBD
384,BWPTND=X,BWP/TND
385,BWPILS=X,BWP/ILS
386,BRLKRW=X,BRL/KRW
387,BWPANG=X,BWP/ANG
388,BOBPYG=X,BOB/PYG
389,BRLVEF=X,BRL/VEF
390,BWPHRK=X,BWP/HRK
391,BWPCLP=X,BWP/CLP
392,BWPAFN=X,BWP/AFN
393,BSDUSD=X,BSD/USD
394,BOBARS=X,BOB/ARS
395,BDTGBP=X,BDT/GBP
396,BSDCHF=X,BSD/CHF
397,BWPMXN=X,BWP/MXN
398,BWPDKK=X,BWP/DKK
399,BWPCAD=X,BWP/CAD
400,BOBGBP=X,BOB/GBP
401,BDTSEK=X,BDT/SEK
402,BWPSAR=X,BWP/SAR
403,BHDDKK=X,BHD/DKK
404,BSDEUR=X,BSD/EUR
405,BGNTRY=X,BGN/TRY
406,BRLJPY=X,BRL/JPY
407,BWPPHP=X,BWP/PHP
408,BRLGBP=X,BRL/GBP
409,BGNCZK=X,BGN/CZK
410,BRL=X,USD/BRL
411,BDTCHF=X,BDT/CHF
412,BHDKWD=X,BHD/KWD
413,BWPMOP=X,BWP/MOP
414,BDTEUR=X,BDT/EUR
415,BSD=X,USD/BSD
416,BGNTHB=X,BGN/THB
417,BWPBRL=X,BWP/BRL
418,BGNUSD=X,BGN/USD
419,BWPZWL=X,BWP/ZWL
420,BSDDKK=X,BSD/DKK
421,BNDEUR=X,BND/EUR
422,BWPEGP=X,BWP/EGP
423,BWPNZD=X,BWP/NZD
424,BRLXDR=X,BRL/XDR
425,BWPWST=X,BWP/WST
426,BOBCLP=X,BOB/CLP
427,BMDEUR=X,BMD/EUR
428,BRLNZD=X,BRL/NZD
429,BRLAUD=X,BRL/AUD
430,BWPARS=X,BWP/ARS
431,BRLBOB=X,BRL/BOB
432,BGNDKK=X,BGN/DKK
433,BGNLVL=X,BGN/LVL
434,BRLNOK=X,BRL/NOK
435,BMDCHF=X,BMD/CHF
436,BRLCLP=X,BRL/CLP
437,BWPVND=X,BWP/VND
438,BWPQAR=X,BWP/QAR
439,CADUSD=X,CAD/USD
440,CHFUSD=X,CHF/USD
441,CNYUSD=X,CNY/USD
442,CHFEUR=X,CHF/EUR
443,NZDGBP=X,NZD/GBP
444,CVECHF=X,CVE/CHF
445,CHFJPY=X,CHF/JPY
446,CADJPY=X,CAD/JPY
447,ZARSGD=X,ZAR/SGD
448,ZARSEK=X,ZAR/SEK
449,ZARMYR=X,ZAR/MYR
450,ZARJPY=X,ZAR/JPY
451,ZARCAD=X,ZAR/CAD
452,ZARAUD=X,ZAR/AUD
453,NZDCAD=X,NZD/CAD
454,NOKZAR=X,NOK/ZAR
455,NOKJPY=X,NOK/JPY
456,NOKGBP=X,NOK/GBP
457,JPYTRY=X,JPY/TRY
458,EURDOP=X,EUR/DOP
459,CZKZAR=X,CZK/ZAR
460,CZKRSD=X,CZK/RSD
461,CZKPHP=X,CZK/PHP
462,CZKLKR=X,CZK/LKR
463,CZKHKD=X,CZK/HKD
464,CZKBRL=X,CZK/BRL
465,CZKBGN=X,CZK/BGN
466,CZKBDT=X,CZK/BDT
467,CVE=X,USD/CVE
468,CUPGBP=X,CUP/GBP
469,CUP=X,USD/CUP
470,COPTHB=X,COP/THB
471,CNYTRY=X,CNY/TRY
472,CNYPHP=X,CNY/PHP
473,CNYLTL=X,CNY/LTL
474,CNYJPY=X,CNY/JPY
475,CNYILS=X,CNY/ILS
476,CNYGHS=X,CNY/GHS
477,CNYBWP=X,CNY/BWP
478,CNYAED=X,CNY/AED
479,CNHUSD=X,CNH/USD
480,CLF=X,USD/CLF
481,CHFZAR=X,CHF/ZAR
482,CHFVND=X,CHF/VND
483,CHFUAH=X,CHF/UAH
484,CHFTRY=X,CHF/TRY
485,CHFSOS=X,CHF/SOS
486,CHFMUR=X,CHF/MUR
487,CHFMKD=X,CHF/MKD
488,CHFMDL=X,CHF/MDL
489,CHFKPW=X,CHF/KPW
490,CHFIRR=X,CHF/IRR
491,CHFHRK=X,CHF/HRK
492,CHFBYR=X,CHF/BYR
493,CHFBND=X,CHF/BND
494,CHFBAM=X,CHF/BAM
495,CHFAWG=X,CHF/AWG
496,CADZAR=X,CAD/ZAR
497,CADWST=X,CAD/WST
498,CADTZS=X,CAD/TZS
499,CADTWD=X,CAD/TWD
500,CADTND=X,CAD/TND
501,CADSGD=X,CAD/SGD
502,CADSBD=X,CAD/SBD
503,CADSAR=X,CAD/SAR
504,CADRUB=X,CAD/RUB
505,CADRSD=X,CAD/RSD
506,CADPLN=X,CAD/PLN
507,CADNZD=X,CAD/NZD
508,CADMVR=X,CAD/MVR
509,CADMDL=X,CAD/MDL
510,CADLRD=X,CAD/LRD
511,CADKZT=X,CAD/KZT
512,CADKES=X,CAD/KES
513,CADGYD=X,CAD/GYD
514,CADGIP=X,CAD/GIP
515,CADGBP=X,CAD/GBP
516,CADEUR=X,CAD/EUR
517,CADCHF=X,CAD/CHF
518,CADAMD=X,CAD/AMD
519,CADAFN=X,CAD/AFN
520,CLFJPY=X,CLF/JPY
521,CNYAUD=X,CNY/AUD
522,CHFNAD=X,CHF/NAD
523,CADKYD=X,CAD/KYD
524,CLFEUR=X,CLF/EUR
525,EURDZD=X,EUR/DZD
526,NZDSEK=X,NZD/SEK
527,CADMGA=X,CAD/MGA
528,CHFRSD=X,CHF/RSD
529,CHFBIF=X,CHF/BIF
530,CNH=X,USD/CNH
531,CZKVUV=X,CZK/VUV
532,CHFCLP=X,CHF/CLP
533,CHFAZN=X,CHF/AZN
534,CNYKES=X,CNY/KES
535,CZKMYR=X,CZK/MYR
536,CHFILS=X,CHF/ILS
537,CNYSEK=X,CNY/SEK
538,CZKINR=X,CZK/INR
539,CHFKYD=X,CHF/KYD
540,CHFUYU=X,CHF/UYU
541,CHFARS=X,CHF/ARS
542,CNYUGX=X,CNY/UGX
543,EUR-ILS.F,EUR-ILS.F
544,CADMOP=X,CAD/MOP
545,CZKARS=X,CZK/ARS
546,CHFUGX=X,CHF/UGX
547,CADTRY=X,CAD/TRY
548,CHFAMD=X,CHF/AMD
549,CADTTD=X,CAD/TTD
550,CADYER=X,CAD/YER
551,CADBMD=X,CAD/BMD
552,CADVEF=X,CAD/VEF
553,CHFVEF=X,CHF/VEF
554,CHFCUP=X,CHF/CUP
555,CHFTJS=X,CHF/TJS
556,CHFPGK=X,CHF/PGK
557,CADPYG=X,CAD/PYG
558,CZKKES=X,CZK/KES
559,CZKISK=X,CZK/ISK
560,EUR-MNT.F,EUR-MNT.F
561,CHFPAB=X,CHF/PAB
562,CNHINR=X,CNH/INR
563,CZKVEF=X,CZK/VEF
564,CADSHP=X,CAD/SHP
565,CZKJOD=X,CZK/JOD
566,CHFEGP=X,CHF/EGP
567,CADBTN=X,CAD/BTN
568,CADPAB=X,CAD/PAB
569,CZKBAM=X,CZK/BAM
570,CHFKHR=X,CHF/KHR
571,CNYMXN=X,CNY/MXN
572,CADBIF=X,CAD/BIF
573,CHFGBP=X,CHF/GBP
574,CZKBND=X,CZK/BND
575,CZKJPY=X,CZK/JPY
576,CADUAH=X,CAD/UAH
577,CHFRUB=X,CHF/RUB
578,CADBDT=X,CAD/BDT
579,CHFDZD=X,CHF/DZD
580,CHFNPR=X,CHF/NPR
581,CNYGBP=X,CNY/GBP
582,CHFDEM=X,CHF/DEM
583,CNYMUR=X,CNY/MUR
584,CNYJOD=X,CNY/JOD
585,CLPJPY=X,CLP/JPY
586,CNYDKK=X,CNY/DKK
587,CADAWG=X,CAD/AWG
588,CHFBZD=X,CHF/BZD
589,CHFBRL=X,CHF/BRL
590,CNHGBP=X,CNH/GBP
591,CHFXAF=X,CHF/XAF
592,CUPUSD=X,CUP/USD
593,CADSZL=X,CAD/SZL
594,CADPGK=X,CAD/PGK
595,CHFSYP=X,CHF/SYP
596,NOKNZD=X,NOK/NZD
597,CADFKP=X,CAD/FKP
598,CHFNOK=X,CHF/NOK
599,CADKMF=X,CAD/KMF
600,CADCNY=X,CAD/CNY
601,CHFLYD=X,CHF/LYD
602,RSO.PA,RSO.PA
603,CHFLRD=X,CHF/LRD
604,ZARNZD=X,ZAR/NZD
605,CADMMK=X,CAD/MMK
606,CZKNZD=X,CZK/NZD
607,CHFMOP=X,CHF/MOP
608,CHFKGS=X,CHF/KGS
609,CHFMGA=X,CHF/MGA
610,CNYXDR=X,CNY/XDR
611,CNYLVL=X,CNY/LVL
612,CHFHKD=X,CHF/HKD
613,CADXCD=X,CAD/XCD
614,CHFOMR=X,CHF/OMR
615,CADMRO=X,CAD/MRO
616,CADNOK=X,CAD/NOK
617,CHFHUF=X,CHF/HUF
618,CADAOA=X,CAD/AOA
619,CADSLL=X,CAD/SLL
620,EURILS=X,EUR/ILS
621,CNYKRW=X,CNY/KRW
622,CADFJD=X,CAD/FJD
623,CLPBRL=X,CLP/BRL
624,CZKTHB=X,CZK/THB
625,CADBSD=X,CAD/BSD
626,EUR-GEL.F,EUR-GEL.F
627,CHFFJD=X,CHF/FJD
628,CADANG=X,CAD/ANG
629,CHFCAD=X,CHF/CAD
630,CHFMVR=X,CHF/MVR
631,CZKBHD=X,CZK/BHD
632,CADZMW=X,CAD/ZMW
633,CNHSGD=X,CNH/SGD
634,CADBND=X,CAD/BND
635,CHFBWP=X,CHF/BWP
636,CZKTND=X,CZK/TND
637,CADPHP=X,CAD/PHP
638,CADSEK=X,CAD/SEK
639,CNYCAD=X,CNY/CAD
640,CHFSHP=X,CHF/SHP
641,CUPEUR=X,CUP/EUR
642,CNYZAR=X,CNY/ZAR
643,CHFGHS=X,CHF/GHS
644,CZK=X,USD/CZK
645,CHFJOD=X,CHF/JOD
646,CHFNZD=X,CHF/NZD
